Year,StateAbbr,StateDesc,LocationName,DataSource,Category,Measure,Data_Value_Unit,Data_Value_Type,Data_Value,Data_Value_Footnote_Symbol,Data_Value_Footnote,Low_Confidence_Limit,High_Confidence_Limit,TotalPopulation,LocationID,CategoryID,MeasureId,DataValueTypeID,Short_Question_Text,Geolocation,Counties
2021,NJ,New Jersey,Morris,BRFSS,Disability,Cognitive disability among adults ages >=18 years,%,Crude prevalence,8.6,,,7.1,10.3,510981,34027,DISABLT,COGNITION,CrdPrv,Cognitive Disability,POINT (-74.5472917 40.8588961),2492
2021,NJ,New Jersey,Sussex,BRFSS,Disability,Independent living disability among adults aged >=18 years,%,Age-adjusted prevalence,5.4,,,4.5,6.5,145543,34037,DISABLT,INDEPLIVE,AgeAdjPrv,Independent Living Disability,POINT (-74.6919141 41.1374609),2586
2021,NJ,New Jersey,Morris,BRFSS,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,%,Crude prevalence,7.2,,,6.6,8.0,510981,34027,HLTHOUT,CANCER,CrdPrv,Cancer (except skin),POINT (-74.5472917 40.8588961),2492
2021,NJ,New Jersey,Somerset,BRFSS,Health Outcomes,High blood pressure among adults aged >=18 years,%,Age-adjusted prevalence,24.7,,,21.6,27.9,345647,34035,HLTHOUT,BPHIGH,AgeAdjPrv,High Blood Pressure,POINT (-74.6199378 40.5655273),490
2021,NJ,New Jersey,Burlington,BRFSS,Health Outcomes,Coronary heart disease among adults aged >=18 years,%,Age-adjusted prevalence,4.6,,,4.0,5.3,464269,34005,HLTHOUT,CHD,AgeAdjPrv,Coronary Heart Disease,POINT (-74.6630063 39.8757858),2447
2021,NJ,New Jersey,Burlington,BRFSS,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,%,Age-adjusted prevalence,8.2,,,7.0,9.6,464269,34005,HLTHOUT,DIABETES,AgeAdjPrv,Diabetes,POINT (-74.6630063 39.8757858),2447
2021,NJ,New Jersey,Passaic,BRFSS,Disability,Cognitive disability among adults ages >=18 years,%,Crude prevalence,12.9,,,11.0,14.9,518117,34031,DISABLT,COGNITION,CrdPrv,Cognitive Disability,POINT (-74.2994078 41.0366554),2493
2020,NJ,New Jersey,Atlantic,BRFSS,Prevention,Cervical cancer screening among adult women aged 21-65 years,%,Age-adjusted prevalence,81.6,,,79.8,83.4,274966,34001,PREVENT,CERVICAL,AgeAdjPrv,Cervical Cancer Screening,POINT (-74.6337591 39.4693555),2446
2020,NJ,New Jersey,Mercer,BRFSS,Prevention,"Older adult men aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening",%,Age-adjusted prevalence,35.3,,,29.4,41.2,385898,34021,PREVENT,COREM,AgeAdjPrv,Core preventive services for older men,POINT (-74.703724 40.2825026),2489
2021,NJ,New Jersey,Sussex,BRFSS,Disability,Self-care disability among adults aged >=18 years,%,Crude prevalence,2.8,,,2.3,3.3,145543,34037,DISABLT,SELFCARE,CrdPrv,Self-care Disability,POINT (-74.6919141 41.1374609),2586
2021,NJ,New Jersey,Hudson,BRFSS,Prevention,Current lack of health insurance among adults aged 18-64 years,%,Crude prevalence,15.9,,,12.8,19.2,702463,34017,PREVENT,ACCESS2,CrdPrv,Health Insurance,POINT (-74.0786014 40.7313751),488
2020,NJ,New Jersey,Passaic,BRFSS,Prevention,Mammography use among women aged 50-74 years,%,Crude prevalence,70.9,,,67.9,73.9,518117,34031,PREVENT,MAMMOUSE,CrdPrv,Mammography,POINT (-74.2994078 41.0366554),2493
2021,NJ,New Jersey,Monmouth,BRFSS,Health Outcomes,Depression among adults aged >=18 years,%,Age-adjusted prevalence,19.7,,,16.8,22.7,645354,34025,HLTHOUT,DEPRESSION,AgeAdjPrv,Depression,POINT (-74.1524456 40.2870481),2491
2021,NJ,New Jersey,Camden,BRFSS,Health Outcomes,Stroke among adults aged >=18 years,%,Age-adjusted prevalence,2.8,,,2.5,3.1,523771,34007,HLTHOUT,STROKE,AgeAdjPrv,Stroke,POINT (-74.9612493 39.8024071),2448
2021,NJ,New Jersey,Warren,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,9.4,,,8.2,10.7,110731,34041,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,POINT (-75.0094978 40.8534914),2533
2021,NJ,New Jersey,Somerset,BRFSS,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,%,Age-adjusted prevalence,7.8,,,6.6,9.1,345647,34035,HLTHOUT,DIABETES,AgeAdjPrv,Diabetes,POINT (-74.6199378 40.5655273),490
2021,NJ,New Jersey,Warren,BRFSS,Disability,Independent living disability among adults aged >=18 years,%,Age-adjusted prevalence,5.9,,,5.0,7.0,110731,34041,DISABLT,INDEPLIVE,AgeAdjPrv,Independent Living Disability,POINT (-75.0094978 40.8534914),2533
2021,NJ,New Jersey,Union,BRFSS,Health Outcomes,High blood pressure among adults aged >=18 years,%,Age-adjusted prevalence,27.4,,,24.8,30.3,572114,34039,HLTHOUT,BPHIGH,AgeAdjPrv,High Blood Pressure,POINT (-74.3086957 40.6598707),2532
2021,NJ,New Jersey,Hunterdon,BRFSS,Prevention,Cholesterol screening among adults aged >=18 years,%,Age-adjusted prevalence,88.5,,,85.9,90.8,129924,34019,PREVENT,CHOLSCREEN,AgeAdjPrv,Cholesterol Screening,POINT (-74.9119695 40.5652832),2488
2021,NJ,New Jersey,Gloucester,BRFSS,Disability,Mobility disability among adults aged >=18 years,%,Age-adjusted prevalence,10.2,,,8.5,12.0,304477,34015,DISABLT,MOBILITY,AgeAdjPrv,Mobility Disability,POINT (-75.1456793 39.7228745),2487
2021,NJ,New Jersey,Ocean,BRFSS,Disability,Mobility disability among adults aged >=18 years,%,Age-adjusted prevalence,11.1,,,9.3,13.2,648998,34029,DISABLT,MOBILITY,AgeAdjPrv,Mobility Disability,POINT (-74.2588636 39.865669),489
2021,NJ,New Jersey,Cape May,BRFSS,Health Outcomes,Coronary heart disease among adults aged >=18 years,%,Age-adjusted prevalence,5,,,4.4,5.8,95661,34009,HLTHOUT,CHD,AgeAdjPrv,Coronary Heart Disease,POINT (-74.8463541 39.0858411),2449
2021,NJ,New Jersey,Cumberland,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults aged >=18 years,%,Age-adjusted prevalence,34.9,,,29.9,40.4,153627,34011,RISKBEH,LPA,AgeAdjPrv,Physical Inactivity,POINT (-75.1216277 39.3284336),2485
2021,NJ,New Jersey,Gloucester,BRFSS,Health Outcomes,Depression among adults aged >=18 years,%,Age-adjusted prevalence,21.3,,,17.7,25.0,304477,34015,HLTHOUT,DEPRESSION,AgeAdjPrv,Depression,POINT (-75.1456793 39.7228745),2487
2021,NJ,New Jersey,Salem,BRFSS,Health Status,Physical health not good for >=14 days among adults aged >=18 years,%,Crude prevalence,12.8,,,11.0,14.9,65046,34033,HLTHSTAT,PHLTH,CrdPrv,Physical Health,POINT (-75.3573559 39.5738282),2494
2021,NJ,New Jersey,Hudson,BRFSS,Health Outcomes,Coronary heart disease among adults aged >=18 years,%,Crude prevalence,4.7,,,4.1,5.4,702463,34017,HLTHOUT,CHD,CrdPrv,Coronary Heart Disease,POINT (-74.0786014 40.7313751),488
2021,NJ,New Jersey,Ocean,BRFSS,Health Outcomes,Stroke among adults aged >=18 years,%,Age-adjusted prevalence,2.6,,,2.2,2.9,648998,34029,HLTHOUT,STROKE,AgeAdjPrv,Stroke,POINT (-74.2588636 39.865669),489
2021,NJ,New Jersey,Burlington,BRFSS,Disability,Cognitive disability among adults ages >=18 years,%,Crude prevalence,10.2,,,8.5,11.9,464269,34005,DISABLT,COGNITION,CrdPrv,Cognitive Disability,POINT (-74.6630063 39.8757858),2447
2021,NJ,New Jersey,Atlantic,BRFSS,Disability,Cognitive disability among adults ages >=18 years,%,Crude prevalence,12.5,,,10.7,14.5,274966,34001,DISABLT,COGNITION,CrdPrv,Cognitive Disability,POINT (-74.6337591 39.4693555),2446
2021,NJ,New Jersey,Passaic,BRFSS,Health Outcomes,High blood pressure among adults aged >=18 years,%,Age-adjusted prevalence,29.3,,,26.5,32.1,518117,34031,HLTHOUT,BPHIGH,AgeAdjPrv,High Blood Pressure,POINT (-74.2994078 41.0366554),2493
2021,NJ,New Jersey,Camden,BRFSS,Prevention,Cholesterol screening among adults aged >=18 years,%,Crude prevalence,87.3,,,84.8,89.3,523771,34007,PREVENT,CHOLSCREEN,CrdPrv,Cholesterol Screening,POINT (-74.9612493 39.8024071),2448
2021,NJ,New Jersey,Sussex,BRFSS,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,%,Crude prevalence,7.7,,,6.9,8.6,145543,34037,HLTHOUT,CANCER,CrdPrv,Cancer (except skin),POINT (-74.6919141 41.1374609),2586
2021,NJ,New Jersey,Gloucester,BRFSS,Health Outcomes,Chronic obstructive pulmonary disease among adults aged >=18 years,%,Age-adjusted prevalence,5.2,,,4.3,6.2,304477,34015,HLTHOUT,COPD,AgeAdjPrv,COPD,POINT (-75.1456793 39.7228745),2487
2021,NJ,New Jersey,Hudson,BRFSS,Disability,Hearing disability among adults aged >=18 years,%,Crude prevalence,4.8,,,4.2,5.5,702463,34017,DISABLT,HEARING,CrdPrv,Hearing Disability,POINT (-74.0786014 40.7313751),488
2021,NJ,New Jersey,Monmouth,BRFSS,Disability,Mobility disability among adults aged >=18 years,%,Age-adjusted prevalence,9,,,7.6,10.7,645354,34025,DISABLT,MOBILITY,AgeAdjPrv,Mobility Disability,POINT (-74.1524456 40.2870481),2491
2021,NJ,New Jersey,Warren,BRFSS,Health Risk Behaviors,Binge drinking among adults aged >=18 years,%,Age-adjusted prevalence,18.4,,,15.2,21.8,110731,34041,RISKBEH,BINGE,AgeAdjPrv,Binge Drinking,POINT (-75.0094978 40.8534914),2533
2021,NJ,New Jersey,Monmouth,BRFSS,Health Outcomes,Stroke among adults aged >=18 years,%,Age-adjusted prevalence,2.2,,,2.0,2.6,645354,34025,HLTHOUT,STROKE,AgeAdjPrv,Stroke,POINT (-74.1524456 40.2870481),2491
2021,NJ,New Jersey,Ocean,BRFSS,Health Outcomes,Depression among adults aged >=18 years,%,Age-adjusted prevalence,22.8,,,19.4,26.4,648998,34029,HLTHOUT,DEPRESSION,AgeAdjPrv,Depression,POINT (-74.2588636 39.865669),489
2021,NJ,New Jersey,Gloucester,BRFSS,Health Status,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,14,,,11.7,16.5,304477,34015,HLTHSTAT,GHLTH,CrdPrv,General Health,POINT (-75.1456793 39.7228745),2487
2020,NJ,New Jersey,Burlington,BRFSS,Prevention,Mammography use among women aged 50-74 years,%,Crude prevalence,75.3,,,71.7,78.4,464269,34005,PREVENT,MAMMOUSE,CrdPrv,Mammography,POINT (-74.6630063 39.8757858),2447
2021,NJ,New Jersey,Mercer,BRFSS,Health Outcomes,Stroke among adults aged >=18 years,%,Age-adjusted prevalence,2.7,,,2.3,3.0,385898,34021,HLTHOUT,STROKE,AgeAdjPrv,Stroke,POINT (-74.703724 40.2825026),2489
2021,NJ,New Jersey,Union,BRFSS,Disability,Cognitive disability among adults ages >=18 years,%,Crude prevalence,11.1,,,9.6,12.9,572114,34039,DISABLT,COGNITION,CrdPrv,Cognitive Disability,POINT (-74.3086957 40.6598707),2532
2020,NJ,New Jersey,Hudson,BRFSS,Prevention,"Older adult women aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 years",%,Age-adjusted prevalence,33.9,,,29.4,38.7,702463,34017,PREVENT,COREW,AgeAdjPrv,Core preventive services for older women,POINT (-74.0786014 40.7313751),488
2021,NJ,New Jersey,Somerset,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults aged >=18 years,%,Crude prevalence,21.4,,,17.7,25.4,345647,34035,RISKBEH,LPA,CrdPrv,Physical Inactivity,POINT (-74.6199378 40.5655273),490
2021,NJ,New Jersey,Essex,BRFSS,Health Outcomes,High cholesterol among adults aged >=18 years who have been screened in the past 5 years,%,Age-adjusted prevalence,31.3,,,28.1,34.6,854917,34013,HLTHOUT,HIGHCHOL,AgeAdjPrv,High Cholesterol,POINT (-74.2462919 40.7874003),2486
2021,NJ,New Jersey,Cape May,BRFSS,Health Status,Physical health not good for >=14 days among adults aged >=18 years,%,Age-adjusted prevalence,10.2,,,8.7,11.9,95661,34009,HLTHSTAT,PHLTH,AgeAdjPrv,Physical Health,POINT (-74.8463541 39.0858411),2449
2020,NJ,New Jersey,Hunterdon,BRFSS,Health Outcomes,All teeth lost among adults aged >=65 years,%,Age-adjusted prevalence,6.4,,,3.5,10.3,129924,34019,HLTHOUT,TEETHLOST,AgeAdjPrv,All Teeth Lost,POINT (-74.9119695 40.5652832),2488
2021,NJ,New Jersey,Camden,BRFSS,Health Risk Behaviors,Binge drinking among adults aged >=18 years,%,Age-adjusted prevalence,17.3,,,14.5,20.1,523771,34007,RISKBEH,BINGE,AgeAdjPrv,Binge Drinking,POINT (-74.9612493 39.8024071),2448
2021,NJ,New Jersey,Gloucester,BRFSS,Health Risk Behaviors,Binge drinking among adults aged >=18 years,%,Age-adjusted prevalence,18.7,,,15.6,22.1,304477,34015,RISKBEH,BINGE,AgeAdjPrv,Binge Drinking,POINT (-75.1456793 39.7228745),2487
2021,NJ,New Jersey,Cape May,BRFSS,Health Outcomes,Chronic obstructive pulmonary disease among adults aged >=18 years,%,Age-adjusted prevalence,5.6,,,4.6,6.8,95661,34009,HLTHOUT,COPD,AgeAdjPrv,COPD,POINT (-74.8463541 39.0858411),2449
2021,NJ,New Jersey,Middlesex,BRFSS,Health Outcomes,Chronic obstructive pulmonary disease among adults aged >=18 years,%,Age-adjusted prevalence,4.2,,,3.5,5.0,860807,34023,HLTHOUT,COPD,AgeAdjPrv,COPD,POINT (-74.4074303 40.4396214),2490
2021,NJ,New Jersey,Cape May,BRFSS,Disability,Independent living disability among adults aged >=18 years,%,Crude prevalence,6.9,,,5.7,8.2,95661,34009,DISABLT,INDEPLIVE,CrdPrv,Independent Living Disability,POINT (-74.8463541 39.0858411),2449
2021,NJ,New Jersey,Warren,BRFSS,Health Risk Behaviors,Current smoking among adults aged >=18 years,%,Crude prevalence,13.4,,,10.5,16.9,110731,34041,RISKBEH,CSMOKING,CrdPrv,Current Smoking,POINT (-75.0094978 40.8534914),2533
2021,NJ,New Jersey,Ocean,BRFSS,Health Outcomes,Chronic obstructive pulmonary disease among adults aged >=18 years,%,Age-adjusted prevalence,5.8,,,4.7,7.2,648998,34029,HLTHOUT,COPD,AgeAdjPrv,COPD,POINT (-74.2588636 39.865669),489
2021,NJ,New Jersey,Camden,BRFSS,Disability,Mobility disability among adults aged >=18 years,%,Age-adjusted prevalence,11.8,,,9.9,13.7,523771,34007,DISABLT,MOBILITY,AgeAdjPrv,Mobility Disability,POINT (-74.9612493 39.8024071),2448
2020,NJ,New Jersey,Camden,BRFSS,Prevention,Visits to dentist or dental clinic among adults aged >=18 years,%,Crude prevalence,63.8,,,61.1,66.6,523771,34007,PREVENT,DENTAL,CrdPrv,Dental Visit,POINT (-74.9612493 39.8024071),2448
2021,NJ,New Jersey,Cumberland,BRFSS,Prevention,Cholesterol screening among adults aged >=18 years,%,Age-adjusted prevalence,84.4,,,81.4,87.1,153627,34011,PREVENT,CHOLSCREEN,AgeAdjPrv,Cholesterol Screening,POINT (-75.1216277 39.3284336),2485
2020,NJ,New Jersey,Atlantic,BRFSS,Prevention,Mammography use among women aged 50-74 years,%,Crude prevalence,72.5,,,69.1,75.6,274966,34001,PREVENT,MAMMOUSE,CrdPrv,Mammography,POINT (-74.6337591 39.4693555),2446
2021,NJ,New Jersey,Essex,BRFSS,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,%,Age-adjusted prevalence,5.6,,,5.1,6.2,854917,34013,HLTHOUT,CANCER,AgeAdjPrv,Cancer (except skin),POINT (-74.2462919 40.7874003),2486
2021,NJ,New Jersey,Burlington,BRFSS,Disability,Independent living disability among adults aged >=18 years,%,Age-adjusted prevalence,5.8,,,4.9,6.7,464269,34005,DISABLT,INDEPLIVE,AgeAdjPrv,Independent Living Disability,POINT (-74.6630063 39.8757858),2447
2021,NJ,New Jersey,Essex,BRFSS,Health Risk Behaviors,Current smoking among adults aged >=18 years,%,Crude prevalence,13.4,,,10.9,15.9,854917,34013,RISKBEH,CSMOKING,CrdPrv,Current Smoking,POINT (-74.2462919 40.7874003),2486
2021,NJ,New Jersey,Monmouth,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,9.1,,,8.0,10.3,645354,34025,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,POINT (-74.1524456 40.2870481),2491
2021,NJ,New Jersey,Hudson,BRFSS,Health Status,Physical health not good for >=14 days among adults aged >=18 years,%,Age-adjusted prevalence,10.3,,,8.8,11.9,702463,34017,HLTHSTAT,PHLTH,AgeAdjPrv,Physical Health,POINT (-74.0786014 40.7313751),488
2021,NJ,New Jersey,Ocean,BRFSS,Health Status,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,16,,,13.3,18.9,648998,34029,HLTHSTAT,GHLTH,CrdPrv,General Health,POINT (-74.2588636 39.865669),489
2021,NJ,New Jersey,Mercer,BRFSS,Disability,Hearing disability among adults aged >=18 years,%,Crude prevalence,5.3,,,4.6,6.0,385898,34021,DISABLT,HEARING,CrdPrv,Hearing Disability,POINT (-74.703724 40.2825026),2489
2021,NJ,New Jersey,Burlington,BRFSS,Health Outcomes,High blood pressure among adults aged >=18 years,%,Age-adjusted prevalence,29,,,25.8,32.5,464269,34005,HLTHOUT,BPHIGH,AgeAdjPrv,High Blood Pressure,POINT (-74.6630063 39.8757858),2447
2021,NJ,New Jersey,Monmouth,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults aged >=18 years,%,Crude prevalence,20.5,,,16.9,24.5,645354,34025,RISKBEH,LPA,CrdPrv,Physical Inactivity,POINT (-74.1524456 40.2870481),2491
2021,NJ,New Jersey,Burlington,BRFSS,Health Risk Behaviors,Current smoking among adults aged >=18 years,%,Crude prevalence,13,,,10.1,16.1,464269,34005,RISKBEH,CSMOKING,CrdPrv,Current Smoking,POINT (-74.6630063 39.8757858),2447
2021,NJ,New Jersey,Gloucester,BRFSS,Disability,Self-care disability among adults aged >=18 years,%,Crude prevalence,3,,,2.5,3.5,304477,34015,DISABLT,SELFCARE,CrdPrv,Self-care Disability,POINT (-75.1456793 39.7228745),2487
2021,NJ,New Jersey,Atlantic,BRFSS,Health Outcomes,Stroke among adults aged >=18 years,%,Age-adjusted prevalence,2.9,,,2.6,3.3,274966,34001,HLTHOUT,STROKE,AgeAdjPrv,Stroke,POINT (-74.6337591 39.4693555),2446
2021,NJ,New Jersey,Burlington,BRFSS,Health Outcomes,Coronary heart disease among adults aged >=18 years,%,Crude prevalence,5.7,,,4.9,6.5,464269,34005,HLTHOUT,CHD,CrdPrv,Coronary Heart Disease,POINT (-74.6630063 39.8757858),2447
2021,NJ,New Jersey,Cape May,BRFSS,Health Outcomes,High blood pressure among adults aged >=18 years,%,Age-adjusted prevalence,29.3,,,25.8,33.2,95661,34009,HLTHOUT,BPHIGH,AgeAdjPrv,High Blood Pressure,POINT (-74.8463541 39.0858411),2449
2021,NJ,New Jersey,Warren,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Crude prevalence,31.7,,,25.7,38.6,110731,34041,HLTHOUT,OBESITY,CrdPrv,Obesity,POINT (-75.0094978 40.8534914),2533
2020,NJ,New Jersey,Ocean,BRFSS,Prevention,Mammography use among women aged 50-74 years,%,Age-adjusted prevalence,70.4,,,66.3,74.2,648998,34029,PREVENT,MAMMOUSE,AgeAdjPrv,Mammography,POINT (-74.2588636 39.865669),489
2021,NJ,New Jersey,Camden,BRFSS,Health Status,Physical health not good for >=14 days among adults aged >=18 years,%,Crude prevalence,11.5,,,9.8,13.3,523771,34007,HLTHSTAT,PHLTH,CrdPrv,Physical Health,POINT (-74.9612493 39.8024071),2448
2021,NJ,New Jersey,Cumberland,BRFSS,Prevention,Taking medicine for high blood pressure control among adults aged >=18 years with high blood pressure,%,Age-adjusted prevalence,61.5,,,56.4,66.3,153627,34011,PREVENT,BPMED,AgeAdjPrv,Taking BP Medication,POINT (-75.1216277 39.3284336),2485
2021,NJ,New Jersey,Cumberland,BRFSS,Disability,Independent living disability among adults aged >=18 years,%,Age-adjusted prevalence,9.3,,,8.0,10.6,153627,34011,DISABLT,INDEPLIVE,AgeAdjPrv,Independent Living Disability,POINT (-75.1216277 39.3284336),2485
2021,NJ,New Jersey,Gloucester,BRFSS,Health Outcomes,Coronary heart disease among adults aged >=18 years,%,Age-adjusted prevalence,4.8,,,4.1,5.5,304477,34015,HLTHOUT,CHD,AgeAdjPrv,Coronary Heart Disease,POINT (-75.1456793 39.7228745),2487
2021,NJ,New Jersey,Essex,BRFSS,Health Risk Behaviors,Binge drinking among adults aged >=18 years,%,Crude prevalence,14.8,,,12.6,17.2,854917,34013,RISKBEH,BINGE,CrdPrv,Binge Drinking,POINT (-74.2462919 40.7874003),2486
2021,NJ,New Jersey,Camden,BRFSS,Disability,Any disability among adults aged >=18 years,%,Age-adjusted prevalence,26.9,,,23.3,30.6,523771,34007,DISABLT,DISABILITY,AgeAdjPrv,Any Disability,POINT (-74.9612493 39.8024071),2448
2021,NJ,New Jersey,Essex,BRFSS,Prevention,Visits to doctor for routine checkup within the past year among adults aged >=18 years,%,Age-adjusted prevalence,76.2,,,72.8,79.4,854917,34013,PREVENT,CHECKUP,AgeAdjPrv,Annual Checkup,POINT (-74.2462919 40.7874003),2486
2021,NJ,New Jersey,Hunterdon,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,8.8,,,7.7,10.0,129924,34019,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,POINT (-74.9119695 40.5652832),2488
2020,NJ,New Jersey,Middlesex,BRFSS,Prevention,"Older adult women aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 years",%,Crude prevalence,35.5,,,30.5,40.5,860807,34023,PREVENT,COREW,CrdPrv,Core preventive services for older women,POINT (-74.4074303 40.4396214),2490
2021,NJ,New Jersey,Bergen,BRFSS,Disability,Hearing disability among adults aged >=18 years,%,Crude prevalence,5.3,,,4.7,6.1,953819,34003,DISABLT,HEARING,CrdPrv,Hearing Disability,POINT (-74.0747272 40.9596985),487
2020,NJ,New Jersey,Gloucester,BRFSS,Prevention,"Older adult men aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening",%,Crude prevalence,45.9,,,38.6,52.5,304477,34015,PREVENT,COREM,CrdPrv,Core preventive services for older men,POINT (-75.1456793 39.7228745),2487
2021,NJ,New Jersey,Cape May,BRFSS,Prevention,Cholesterol screening among adults aged >=18 years,%,Crude prevalence,90.3,,,88.3,92.1,95661,34009,PREVENT,CHOLSCREEN,CrdPrv,Cholesterol Screening,POINT (-74.8463541 39.0858411),2449
2020,NJ,New Jersey,Hunterdon,BRFSS,Prevention,"Older adult men aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening",%,Age-adjusted prevalence,45.4,,,37.4,53.2,129924,34019,PREVENT,COREM,AgeAdjPrv,Core preventive services for older men,POINT (-74.9119695 40.5652832),2488
2021,NJ,New Jersey,Cumberland,BRFSS,Health Outcomes,High cholesterol among adults aged >=18 years who have been screened in the past 5 years,%,Crude prevalence,36.4,,,31.9,41.1,153627,34011,HLTHOUT,HIGHCHOL,CrdPrv,High Cholesterol,POINT (-75.1216277 39.3284336),2485
2021,NJ,New Jersey,Sussex,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,31.8,,,26.2,38.4,145543,34037,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-74.6919141 41.1374609),2586
2021,NJ,New Jersey,Union,BRFSS,Health Outcomes,High cholesterol among adults aged >=18 years who have been screened in the past 5 years,%,Crude prevalence,34.9,,,31.8,38.3,572114,34039,HLTHOUT,HIGHCHOL,CrdPrv,High Cholesterol,POINT (-74.3086957 40.6598707),2532
2020,NJ,New Jersey,Passaic,BRFSS,Prevention,Visits to dentist or dental clinic among adults aged >=18 years,%,Crude prevalence,61.5,,,58.6,64.3,518117,34031,PREVENT,DENTAL,CrdPrv,Dental Visit,POINT (-74.2994078 41.0366554),2493
2020,NJ,New Jersey,Middlesex,BRFSS,Health Risk Behaviors,Sleeping less than 7 hours among adults aged >=18 years,%,Crude prevalence,34.2,,,33.2,35.3,860807,34023,RISKBEH,SLEEP,CrdPrv,Sleep <7 hours,POINT (-74.4074303 40.4396214),2490
2021,NJ,New Jersey,Mercer,BRFSS,Prevention,Taking medicine for high blood pressure control among adults aged >=18 years with high blood pressure,%,Crude prevalence,78.1,,,74.7,80.9,385898,34021,PREVENT,BPMED,CrdPrv,Taking BP Medication,POINT (-74.703724 40.2825026),2489
2020,NJ,New Jersey,Cumberland,BRFSS,Prevention,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50-75 years",%,Crude prevalence,66.1,,,63.7,68.6,153627,34011,PREVENT,COLON_SCREEN,CrdPrv,Colorectal Cancer Screening,POINT (-75.1216277 39.3284336),2485
2021,NJ,New Jersey,Union,BRFSS,Prevention,Visits to doctor for routine checkup within the past year among adults aged >=18 years,%,Age-adjusted prevalence,76.1,,,72.9,79.5,572114,34039,PREVENT,CHECKUP,AgeAdjPrv,Annual Checkup,POINT (-74.3086957 40.6598707),2532
2021,NJ,New Jersey,Hunterdon,BRFSS,Health Outcomes,Coronary heart disease among adults aged >=18 years,%,Age-adjusted prevalence,4.2,,,3.6,5.0,129924,34019,HLTHOUT,CHD,AgeAdjPrv,Coronary Heart Disease,POINT (-74.9119695 40.5652832),2488
2021,NJ,New Jersey,Somerset,BRFSS,Health Outcomes,Arthritis among adults aged >=18 years,%,Age-adjusted prevalence,19.5,,,16.8,22.3,345647,34035,HLTHOUT,ARTHRITIS,AgeAdjPrv,Arthritis,POINT (-74.6199378 40.5655273),490
2020,NJ,New Jersey,Warren,BRFSS,Prevention,Mammography use among women aged 50-74 years,%,Crude prevalence,70.6,,,66.3,74.9,110731,34041,PREVENT,MAMMOUSE,CrdPrv,Mammography,POINT (-75.0094978 40.8534914),2533
2020,NJ,New Jersey,Mercer,BRFSS,Prevention,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50-75 years",%,Age-adjusted prevalence,69.7,,,67.3,71.8,385898,34021,PREVENT,COLON_SCREEN,AgeAdjPrv,Colorectal Cancer Screening,POINT (-74.703724 40.2825026),2489
2021,NJ,New Jersey,Passaic,BRFSS,Health Outcomes,Arthritis among adults aged >=18 years,%,Crude prevalence,22,,,19.5,24.6,518117,34031,HLTHOUT,ARTHRITIS,CrdPrv,Arthritis,POINT (-74.2994078 41.0366554),2493
2021,NJ,New Jersey,Atlantic,BRFSS,Health Outcomes,Depression among adults aged >=18 years,%,Age-adjusted prevalence,20.7,,,17.5,24.1,274966,34001,HLTHOUT,DEPRESSION,AgeAdjPrv,Depression,POINT (-74.6337591 39.4693555),2446
2020,NJ,New Jersey,Morris,BRFSS,Prevention,Cervical cancer screening among adult women aged 21-65 years,%,Crude prevalence,84.1,,,82.0,86.0,510981,34027,PREVENT,CERVICAL,CrdPrv,Cervical Cancer Screening,POINT (-74.5472917 40.8588961),2492
2021,NJ,New Jersey,Monmouth,BRFSS,Prevention,Taking medicine for high blood pressure control among adults aged >=18 years with high blood pressure,%,Age-adjusted prevalence,57.8,,,53.4,62.1,645354,34025,PREVENT,BPMED,AgeAdjPrv,Taking BP Medication,POINT (-74.1524456 40.2870481),2491
